FL-experiment | INFO flwr 2024-04-29 00:13:13,688 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=True, IPFS_ON=True, NUM_CLIENTS=10, NUM_ROUNDS=10,
FL-experiment | INFO flwr 2024-04-29 01:15:11,371 | client.py:149 | Done Training client=6
FL-experiment | INFO flwr 2024-04-29 01:15:11,483 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 01:15:11,610 | client.py:149 | Done Training client=7
FL-experiment | INFO flwr 2024-04-29 01:15:11,632 | client.py:149 | Done Training client=9
FL-experiment | INFO flwr 2024-04-29 01:15:11,795 | client.py:149 | Done Training client=3
FL-experiment | INFO flwr 2024-04-29 01:15:11,880 | client.py:149 | Done Training client=2
FL-experiment | INFO flwr 2024-04-29 01:15:11,880 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-29 01:15:11,922 | client.py:149 | Done Training client=8
FL-experiment | INFO flwr 2024-04-29 01:15:12,018 | client.py:149 | Done Training client=5
FL-experiment | DEBUG flwr 2024-04-29 01:15:12,019 | server.py:236 | fit_round 5 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 01:15:12,020 | server.py:65 | Start Aggregating round=5
FL-experiment | INFO flwr 2024-04-29 01:15:12,020 | server.py:68 | Start setting weights to the blockchain
FL-experiment | DEBUG flwr 2024-04-29 01:15:12,131 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmaBtQTrjUaAzDFgfWbhvLf8bSfw8ZNrWV2N5kWLP511QU
FL-experiment | DEBUG flwr 2024-04-29 01:15:16,751 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmQ3b88R3BwfmGjkoJPW4DeeyhpbKauLSi6yrHEh3YkM6Z
FL-experiment | DEBUG flwr 2024-04-29 01:15:21,651 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmWnGCRykTAWVvwbCVB4cqCcXCFwtuJZGxzzWfDRf3bkdg
FL-experiment | DEBUG flwr 2024-04-29 01:15:26,697 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmQaXDu6qasssWz5cLS7pXmBLCA9AKL8vB33CdSFF9JnLR
FL-experiment | DEBUG flwr 2024-04-29 01:15:31,687 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmZXJCcWc29MB8GrhwQ3WEjXcK2xNLJZ6ZHvvy2Rx9Zb6f
FL-experiment | DEBUG flwr 2024-04-29 01:15:36,712 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmVfRNFfxqKfdvnt9eBc1Mz2dXxgRfKvk1gAsdAkB6Vu9D
FL-experiment | DEBUG flwr 2024-04-29 01:15:41,731 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmTrNA7wvdiYTsgSg2MqM4FDNBbh1V4v2djP2yYeoA7r98
FL-experiment | DEBUG flwr 2024-04-29 01:15:46,796 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmRfqoQjsE8PkgxT13zNxAsv265rvDfCwzRPbxgTbcFnvv
FL-experiment | DEBUG flwr 2024-04-29 01:15:51,858 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmV7MH3HbsfbZaWNykcuUqNn13gVCP8JAamWneviXnz7HJ
FL-experiment | DEBUG flwr 2024-04-29 01:15:56,756 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmQNNqX11mFABtton2ukW6jtQjVjQXtsKCesK2DsF71eiY
FL-experiment | INFO flwr 2024-04-29 01:16:01,619 | server.py:79 | Done setting weights to the blockchain
FL-experiment | INFO flwr 2024-04-29 01:16:01,632 | server.py:86 | Start saving aggregated model to storage (round=5)
FL-experiment | DEBUG flwr 2024-04-29 01:16:01,756 | server.py:95 | File: storage/aggregated_model_e4249ff6-7a8c-4076-9bf8-c58b4ae926ec.pkl IPFS file hash: Qmet8aZkzF7Wpsm8ECVjKYSffcwzjSeLJTs3Yz1fk99dbf
FL-experiment | INFO flwr 2024-04-29 01:16:01,756 | server.py:98 | Done saving aggregated model to storage (round=5)
FL-experiment | DEBUG flwr 2024-04-29 01:16:01,756 | server.py:173 | evaluate_round 5: strategy sampled 10 clients (out of 10)
FL-experiment | DEBUG flwr 2024-04-29 01:16:05,244 | server.py:187 | evaluate_round 5 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 01:16:05,244 | server.py:105 | Start evaluating fit round=5
FL-experiment | INFO flwr 2024-04-29 01:16:05,244 | server.py:107 | Done Evaluating fit round=5
FL-experiment | DEBUG flwr 2024-04-29 01:16:05,244 | server.py:108 | Round: 5, Aggregated accuracy: {'accuracy': 0.49621}, Aggregated loss: 436.8351226806641, IPFS hash: Qmet8aZkzF7Wpsm8ECVjKYSffcwzjSeLJTs3Yz1fk99dbf
FL-experiment | INFO flwr 2024-04-29 01:16:05,244 | server.py:126 | Start setting aggregated model to the blockchain round=5
FL-experiment | INFO flwr 2024-04-29 01:16:51,794 | server.py:129 | Done setting aggregated model to the blockchain round=5
FL-experiment | INFO flwr 2024-04-29 01:16:51,796 | server.py:131 | Done Aggregating round=5
FL-experiment | INFO flwr 2024-04-29 01:16:51,796 | server.py:132 | Done Round=5
FL-experiment | INFO flwr 2024-04-29 01:16:51,796 | server.py:134 | Start Round=6
FL-experiment | DEBUG flwr 2024-04-29 01:16:51,796 | server.py:222 | fit_round 6: strategy sampled 10 clients (out of 10)
FL-experiment | INFO flwr 2024-04-29 01:16:51,803 | client.py:128 | Start Training client=5
FL-experiment | INFO flwr 2024-04-29 01:16:51,803 | client.py:128 | Start Training client=7
FL-experiment | INFO flwr 2024-04-29 01:16:51,804 | client.py:128 | Start Training client=8
FL-experiment | INFO flwr 2024-04-29 01:16:51,806 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 01:16:51,807 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 01:16:51,807 | client.py:128 | Start Training client=6
FL-experiment | INFO flwr 2024-04-29 01:16:51,808 | client.py:128 | Start Training client=9
FL-experiment | INFO flwr 2024-04-29 01:16:51,809 | client.py:128 | Start Training client=4
FL-experiment | INFO flwr 2024-04-29 01:16:51,810 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 01:16:51,810 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-29 01:17:37,328 | client.py:149 | Done Training client=4
FL-experiment | INFO flwr 2024-04-29 01:17:37,610 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 01:17:37,736 | client.py:149 | Done Training client=9
FL-experiment | INFO flwr 2024-04-29 01:17:37,804 | client.py:149 | Done Training client=5
FL-experiment | INFO flwr 2024-04-29 01:17:37,847 | client.py:149 | Done Training client=7
FL-experiment | INFO flwr 2024-04-29 01:17:37,886 | client.py:149 | Done Training client=8
FL-experiment | INFO flwr 2024-04-29 01:17:37,886 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-29 01:17:37,998 | client.py:149 | Done Training client=2
FL-experiment | INFO flwr 2024-04-29 01:17:38,043 | client.py:149 | Done Training client=6
FL-experiment | INFO flwr 2024-04-29 01:17:38,043 | client.py:149 | Done Training client=3
FL-experiment | DEBUG flwr 2024-04-29 01:17:38,044 | server.py:236 | fit_round 6 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 01:17:38,045 | server.py:65 | Start Aggregating round=6
FL-experiment | INFO flwr 2024-04-29 01:17:38,045 | server.py:68 | Start setting weights to the blockchain
FL-experiment | DEBUG flwr 2024-04-29 01:17:38,146 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmP4LkDexwFnCJ5PJxmzGnQzT1xnr3euZATQJsiiKhAxaR
FL-experiment | DEBUG flwr 2024-04-29 01:17:42,008 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmTyUSmNckTdCDr948nEZAPrDRzCCrrjkFvXt6iZwmt5oj
FL-experiment | DEBUG flwr 2024-04-29 01:17:46,988 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmbY99QDVAtkRRB8pqwcXqwpNniGPPTF1BeQmeC812Yceb
FL-experiment | DEBUG flwr 2024-04-29 01:17:52,014 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmYoDvKrJt5tjcWSSWXjia4N8t1QXccy6wru2XzTWDyqFQ
FL-experiment | DEBUG flwr 2024-04-29 01:17:57,006 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmTUPXSUTfRiDMtti4hYMjy2hUecg7QdxymEQKfmibQZc2
FL-experiment | DEBUG flwr 2024-04-29 01:18:02,064 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: Qmc7MT27VspV5gBVDSVA3kheTa4KUsA22tHHCEWbVvwXGL
FL-experiment | DEBUG flwr 2024-04-29 01:18:07,039 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmbtbMH6suX1qn71aaPazFGzttyuoWNnGbrofo28S8CtFp
FL-experiment | DEBUG flwr 2024-04-29 01:18:12,030 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmW61SwwXuXUD4iXq8KC6PNXjg41T8UDJ8zRAxhN27tb11
FL-experiment | DEBUG flwr 2024-04-29 01:18:17,107 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmecbB46bBmMEsUbngzt6RsmDzUMDjgJmTMPxnzhd4cjmz
FL-experiment | DEBUG flwr 2024-04-29 01:18:22,084 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmU5eGmXz9VHRP9ShQxfpjPWNhZ1tYgxsZbt8Th6nioWcQ
FL-experiment | INFO flwr 2024-04-29 01:18:26,997 | server.py:79 | Done setting weights to the blockchain
FL-experiment | INFO flwr 2024-04-29 01:18:27,016 | server.py:86 | Start saving aggregated model to storage (round=6)
FL-experiment | DEBUG flwr 2024-04-29 01:18:27,151 | server.py:95 | File: storage/aggregated_model_30bb70d8-0520-418b-a1ee-a79150968ba3.pkl IPFS file hash: QmdQsvjaYZCfgsrUsmGtwhhfWUiRLsnUtc8ckmbtVUM4Yp
FL-experiment | INFO flwr 2024-04-29 01:18:27,152 | server.py:98 | Done saving aggregated model to storage (round=6)
FL-experiment | DEBUG flwr 2024-04-29 01:18:27,152 | server.py:173 | evaluate_round 6: strategy sampled 10 clients (out of 10)
FL-experiment | DEBUG flwr 2024-04-29 01:18:30,778 | server.py:187 | evaluate_round 6 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 01:18:30,779 | server.py:105 | Start evaluating fit round=6
FL-experiment | INFO flwr 2024-04-29 01:18:30,779 | server.py:107 | Done Evaluating fit round=6
FL-experiment | DEBUG flwr 2024-04-29 01:18:30,779 | server.py:108 | Round: 6, Aggregated accuracy: {'accuracy': 0.52196}, Aggregated loss: 415.90765380859375, IPFS hash: QmdQsvjaYZCfgsrUsmGtwhhfWUiRLsnUtc8ckmbtVUM4Yp
FL-experiment | INFO flwr 2024-04-29 01:18:30,779 | server.py:126 | Start setting aggregated model to the blockchain round=6
FL-experiment | INFO flwr 2024-04-29 01:19:17,095 | server.py:129 | Done setting aggregated model to the blockchain round=6
FL-experiment | INFO flwr 2024-04-29 01:19:17,096 | server.py:131 | Done Aggregating round=6
FL-experiment | INFO flwr 2024-04-29 01:19:17,096 | server.py:132 | Done Round=6
FL-experiment | INFO flwr 2024-04-29 01:19:17,096 | server.py:134 | Start Round=7
FL-experiment | DEBUG flwr 2024-04-29 01:19:17,096 | server.py:222 | fit_round 7: strategy sampled 10 clients (out of 10)
FL-experiment | INFO flwr 2024-04-29 01:19:17,103 | client.py:128 | Start Training client=9
FL-experiment | INFO flwr 2024-04-29 01:19:17,104 | client.py:128 | Start Training client=8
FL-experiment | INFO flwr 2024-04-29 01:19:17,106 | client.py:128 | Start Training client=7
FL-experiment | INFO flwr 2024-04-29 01:19:17,106 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 01:19:17,108 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 01:19:17,108 | client.py:128 | Start Training client=6
FL-experiment | INFO flwr 2024-04-29 01:19:17,110 | client.py:128 | Start Training client=5
FL-experiment | INFO flwr 2024-04-29 01:19:17,111 | client.py:128 | Start Training client=4
FL-experiment | INFO flwr 2024-04-29 01:19:17,112 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 01:19:17,112 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-29 01:20:02,458 | client.py:149 | Done Training client=4
FL-experiment | INFO flwr 2024-04-29 01:20:02,949 | client.py:149 | Done Training client=8
FL-experiment | INFO flwr 2024-04-29 01:20:03,176 | client.py:149 | Done Training client=6
FL-experiment | INFO flwr 2024-04-29 01:20:03,210 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 01:20:03,315 | client.py:149 | Done Training client=9
FL-experiment | INFO flwr 2024-04-29 01:20:03,342 | client.py:149 | Done Training client=3
FL-experiment | INFO flwr 2024-04-29 01:20:03,398 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-29 01:20:03,405 | client.py:149 | Done Training client=5
FL-experiment | INFO flwr 2024-04-29 01:20:03,455 | client.py:149 | Done Training client=7
FL-experiment | INFO flwr 2024-04-29 01:20:03,466 | client.py:149 | Done Training client=2
FL-experiment | DEBUG flwr 2024-04-29 01:20:03,468 | server.py:236 | fit_round 7 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 01:20:03,468 | server.py:65 | Start Aggregating round=7
FL-experiment | INFO flwr 2024-04-29 01:20:03,468 | server.py:68 | Start setting weights to the blockchain
FL-experiment | DEBUG flwr 2024-04-29 01:20:03,579 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: Qma4xk9vBwPC8LLU7ApwxQcZBMazkuMfRssbHHdQNq9Vix
FL-experiment | DEBUG flwr 2024-04-29 01:20:07,325 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmXnHX3kfcH4SEQ9HXXRgd16rBym7f2PkGm52GJLkq43zR
FL-experiment | DEBUG flwr 2024-04-29 01:20:12,280 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmbjkjGvYkCV4XPgpbcrKbkJVQaXvfVo2fGjH4Rzcj3VAB
FL-experiment | DEBUG flwr 2024-04-29 01:20:17,288 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmRpkaQ9gjHnFZ45FWyEf9kL1AX724j8FmmKf9EmEuJZFj
FL-experiment | DEBUG flwr 2024-04-29 01:20:22,302 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmP8qzPpxTpRngeXzFXNT7TsReV794MoHAsSPshp69ieMq
FL-experiment | DEBUG flwr 2024-04-29 01:20:27,338 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmUfgkUY64Bt2Fa4rB1mFVg9bAqzivyCAs3eL7UrsWm44a
FL-experiment | DEBUG flwr 2024-04-29 01:20:32,418 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmdWfeuXPkmV54MfpD2DfQgqEhjZoYfnzoYZBLzCVTj3qG
FL-experiment | DEBUG flwr 2024-04-29 01:20:37,328 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmW9FKkW7KWcYzKNsYs73eTmNyZnAEM5iJmbrELhmaTSop
FL-experiment | DEBUG flwr 2024-04-29 01:20:42,334 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmcLPTYSuisFvrcPnBLYi1DTgcKw2gLNypjyegqcSszdW1
FL-experiment | DEBUG flwr 2024-04-29 01:20:47,334 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: Qmd71MXYc3jBXXoW3utBxRmiiYKFoHryup3w8tz5YqiBar
FL-experiment | INFO flwr 2024-04-29 01:20:52,311 | server.py:79 | Done setting weights to the blockchain
FL-experiment | INFO flwr 2024-04-29 01:20:52,331 | server.py:86 | Start saving aggregated model to storage (round=7)
FL-experiment | DEBUG flwr 2024-04-29 01:20:52,457 | server.py:95 | File: storage/aggregated_model_ab96a1b9-2c5d-4702-87d2-f9d98208b088.pkl IPFS file hash: QmWYCJWFh49fBSb67QcHt2QsVeDKG7XGcaYJWAibp95j9Y
FL-experiment | INFO flwr 2024-04-29 01:20:52,457 | server.py:98 | Done saving aggregated model to storage (round=7)
FL-experiment | DEBUG flwr 2024-04-29 01:20:52,458 | server.py:173 | evaluate_round 7: strategy sampled 10 clients (out of 10)
FL-experiment | DEBUG flwr 2024-04-29 01:20:55,983 | server.py:187 | evaluate_round 7 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 01:20:55,983 | server.py:105 | Start evaluating fit round=7
FL-experiment | INFO flwr 2024-04-29 01:20:55,983 | server.py:107 | Done Evaluating fit round=7
FL-experiment | DEBUG flwr 2024-04-29 01:20:55,983 | server.py:108 | Round: 7, Aggregated accuracy: {'accuracy': 0.54541}, Aggregated loss: 396.63128662109375, IPFS hash: QmWYCJWFh49fBSb67QcHt2QsVeDKG7XGcaYJWAibp95j9Y
FL-experiment | INFO flwr 2024-04-29 01:20:55,983 | server.py:126 | Start setting aggregated model to the blockchain round=7
FL-experiment | INFO flwr 2024-04-29 01:21:42,367 | server.py:129 | Done setting aggregated model to the blockchain round=7
FL-experiment | INFO flwr 2024-04-29 01:21:42,369 | server.py:131 | Done Aggregating round=7
FL-experiment | INFO flwr 2024-04-29 01:21:42,369 | server.py:132 | Done Round=7
FL-experiment | INFO flwr 2024-04-29 01:21:42,369 | server.py:134 | Start Round=8
FL-experiment | DEBUG flwr 2024-04-29 01:21:42,369 | server.py:222 | fit_round 8: strategy sampled 10 clients (out of 10)
FL-experiment | INFO flwr 2024-04-29 01:21:42,376 | client.py:128 | Start Training client=4
FL-experiment | INFO flwr 2024-04-29 01:21:42,377 | client.py:128 | Start Training client=5
FL-experiment | INFO flwr 2024-04-29 01:21:42,378 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 01:21:42,380 | client.py:128 | Start Training client=9
FL-experiment | INFO flwr 2024-04-29 01:21:42,381 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 01:21:42,382 | client.py:128 | Start Training client=8
FL-experiment | INFO flwr 2024-04-29 01:21:42,383 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 01:21:42,384 | client.py:128 | Start Training client=7
FL-experiment | INFO flwr 2024-04-29 01:21:42,384 | client.py:128 | Start Training client=6
FL-experiment | INFO flwr 2024-04-29 01:21:42,385 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-29 01:22:28,707 | client.py:149 | Done Training client=7
FL-experiment | INFO flwr 2024-04-29 01:22:28,921 | client.py:149 | Done Training client=4
FL-experiment | INFO flwr 2024-04-29 01:22:28,924 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-29 01:22:29,028 | client.py:149 | Done Training client=6
FL-experiment | INFO flwr 2024-04-29 01:22:29,036 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 01:22:29,062 | client.py:149 | Done Training client=8
FL-experiment | INFO flwr 2024-04-29 01:22:29,085 | client.py:149 | Done Training client=9
FL-experiment | INFO flwr 2024-04-29 01:22:29,186 | client.py:149 | Done Training client=3
FL-experiment | INFO flwr 2024-04-29 01:22:29,202 | client.py:149 | Done Training client=5
FL-experiment | INFO flwr 2024-04-29 01:22:29,252 | client.py:149 | Done Training client=2
FL-experiment | DEBUG flwr 2024-04-29 01:22:29,254 | server.py:236 | fit_round 8 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 01:22:29,254 | server.py:65 | Start Aggregating round=8
FL-experiment | INFO flwr 2024-04-29 01:22:29,254 | server.py:68 | Start setting weights to the blockchain
FL-experiment | DEBUG flwr 2024-04-29 01:22:29,367 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmS1WqnkrTSBdDurMvLWDrsg1UdKC1oZ3R9dx8BEb6cJov
FL-experiment | DEBUG flwr 2024-04-29 01:22:32,586 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmesraGVQzJD4ymeGpX4yRJt1Pqj7iFkcXo2wB52P8ihv4
FL-experiment | DEBUG flwr 2024-04-29 01:22:37,585 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmREJq852jN98rigGeNf2BMdEumqJW8WSyBcTFvpjcSunW
FL-experiment | DEBUG flwr 2024-04-29 01:22:42,613 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmYxWqQqVV8vA2t6Q2fM9ew7XQhyBNvFzSoUYvqjE4AH2G
FL-experiment | DEBUG flwr 2024-04-29 01:22:47,663 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmZvxCqFnWqbExr3hoj1gjbSycsBFE5KGV8NuNR4regzEM
FL-experiment | DEBUG flwr 2024-04-29 01:22:52,583 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmZQ9G9kcGt2o2tA69DtFNPLCTabBuRz3qJhLTJs1Whcw4
FL-experiment | DEBUG flwr 2024-04-29 01:22:57,664 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmUgLwdgD16wmUcJmYwAY7Wax3pb4Pm1UpNiKrDP358oMT
FL-experiment | DEBUG flwr 2024-04-29 01:23:02,626 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmQZd3dh6dmaT1d9WZKt96MUxNtJKztiTsNwXkpjUSiVGU
FL-experiment | DEBUG flwr 2024-04-29 01:23:07,647 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmPqEN12iMQscYAvcXmuoZm3nZr6jSP8XeJpguuorUDt6w
FL-experiment | DEBUG flwr 2024-04-29 01:23:12,623 | server.py:76 | File: storage/init_model_ba2f2956-e9e1-47b0-8646-51343b7b2f3a.pkl IPFS file hash: QmSLwErzGGzvhZd3XHww6SrmUg1TSWZDV8Lu7bVMLxThor
FL-experiment | INFO flwr 2024-04-29 01:23:17,516 | server.py:79 | Done setting weights to the blockchain
FL-experiment | INFO flwr 2024-04-29 01:23:17,534 | server.py:86 | Start saving aggregated model to storage (round=8)
FL-experiment | DEBUG flwr 2024-04-29 01:23:17,663 | server.py:95 | File: storage/aggregated_model_9adbb26f-cd7e-4d8b-8eb8-c4c1ef66b260.pkl IPFS file hash: QmNg2N1nXahPZKf8mdofbTAjmAJRkpcsQRbijzuVi1fwD4
FL-experiment | INFO flwr 2024-04-29 01:23:17,664 | server.py:98 | Done saving aggregated model to storage (round=8)
FL-experiment | DEBUG flwr 2024-04-29 01:23:17,664 | server.py:173 | evaluate_round 8: strategy sampled 10 clients (out of 10)
FL-experiment | DEBUG flwr 2024-04-29 01:23:21,266 | server.py:187 | evaluate_round 8 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 01:23:21,266 | server.py:105 | Start evaluating fit round=8
FL-experiment | INFO flwr 2024-04-29 01:23:21,266 | server.py:107 | Done Evaluating fit round=8
FL-experiment | DEBUG flwr 2024-04-29 01:23:21,266 | server.py:108 | Round: 8, Aggregated accuracy: {'accuracy': 0.56649}, Aggregated loss: 380.08916931152345, IPFS hash: QmNg2N1nXahPZKf8mdofbTAjmAJRkpcsQRbijzuVi1fwD4
FL-experiment | INFO flwr 2024-04-29 01:23:21,266 | server.py:126 | Start setting aggregated model to the blockchain round=8
FL-experiment | INFO flwr 2024-04-29 01:24:07,662 | server.py:129 | Done setting aggregated model to the blockchain round=8
FL-experiment | INFO flwr 2024-04-29 01:24:07,664 | server.py:131 | Done Aggregating round=8
FL-experiment | INFO flwr 2024-04-29 01:24:07,664 | server.py:132 | Done Round=8
FL-experiment | INFO flwr 2024-04-29 01:24:07,664 | server.py:134 | Start Round=9
FL-experiment | DEBUG flwr 2024-04-29 01:24:07,664 | server.py:222 | fit_round 9: strategy sampled 10 clients (out of 10)
FL-experiment | INFO flwr 2024-04-29 01:24:07,670 | client.py:128 | Start Training client=7
FL-experiment | INFO flwr 2024-04-29 01:24:07,671 | client.py:128 | Start Training client=5
FL-experiment | INFO flwr 2024-04-29 01:24:07,672 | client.py:128 | Start Training client=6
FL-experiment | INFO flwr 2024-04-29 01:24:07,673 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 01:24:07,674 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 01:24:07,675 | client.py:128 | Start Training client=8
FL-experiment | INFO flwr 2024-04-29 01:24:07,676 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 01:24:07,676 | client.py:128 | Start Training client=9
FL-experiment | INFO flwr 2024-04-29 01:24:07,677 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-29 01:24:07,678 | client.py:128 | Start Training client=4
FL-experiment | INFO flwr 2024-04-29 01:24:54,859 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-29 01:24:55,055 | client.py:149 | Done Training client=4
FL-experiment | INFO flwr 2024-04-29 01:24:55,188 | client.py:149 | Done Training client=2
FL-experiment | INFO flwr 2024-04-29 01:24:55,203 | client.py:149 | Done Training client=7
FL-experiment | INFO flwr 2024-04-29 01:24:55,215 | client.py:149 | Done Training client=9
FL-experiment | INFO flwr 2024-04-29 01:24:55,221 | client.py:149 | Done Training client=6
FL-experiment | INFO flwr 2024-04-29 01:24:55,239 | client.py:149 | Done Training client=5
FL-experiment | INFO flwr 2024-04-29 01:24:55,246 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 01:24:55,399 | client.py:149 | Done Training client=8
FL-experiment | INFO flwr 2024-04-29 01:24:55,402 | client.py:149 | Done Training client=3
FL-experiment | DEBUG flwr 2024-04-29 01:24:55,403 | server.py:236 | fit_round 9 received 10 results and 0 failures
