Config: INCENTIVES_ON=False, BCFL=True, IPFS_ON=True, NUM_CLIENTS=2, NUM_ROUNDS=1,
NET | IPFS Requests: 4 | PERUN Requests: 0
2024-03-12 00:52:11.680000 | time: 103.215 seconds | Training client=12
2024-03-12 00:52:11.687000 | time: 104.752 seconds | Training client=6
2024-03-12 00:52:11.689000 | time: 104.372 seconds | Training client=2
2024-03-12 00:52:11.695000 | time: 27.222 seconds | Training client=22
2024-03-12 00:52:11.697000 | time: 105.205 seconds | Training client=17
2024-03-12 00:52:38.922000 | time: 83.989 seconds | Training client=8
2024-03-12 00:52:39.087000 | time: 34.521 seconds | Training client=11
2024-03-12 00:52:39.090000 | time: 84.49 seconds | Training client=13
2024-03-12 00:52:39.146000 | time: 34.14 seconds | Training client=5
2024-03-12 00:52:39.376000 | time: 83.944 seconds | Training client=7
2024-03-12 00:53:13.290000 | time: 62.592 seconds | Training client=14
2024-03-12 00:53:13.613000 | time: 62.912 seconds | Training client=18
2024-03-12 00:53:54.036000 | time: 26.478 seconds | Training client=20
2024-03-12 00:53:54.819000 | time: 26.178 seconds | Training client=4
2024-03-12 00:53:54.899000 | time: 26.225 seconds | Training client=23
2024-03-12 00:53:55.191000 | time: 31.082 seconds | Training client=0
2024-03-12 00:54:26.275000 | time: 250.823 seconds | Aggregating round=2
2024-03-12 00:54:26.275000 | time: 120.659 seconds | setting weights to the blockchain
2024-03-12 00:56:26.971000 | time: 0.041 seconds | saving aggregated model to storage (round=2)
2024-03-12 00:56:36.796000 | time: 120.302 seconds | setting aggregated model to the blockchain round=2
2024-03-12 00:58:37.099000 | time: 360.391 seconds | Round=3
2024-03-12 00:58:37.105000 | time: 33.465 seconds | Training client=13
2024-03-12 00:58:37.105000 | time: 34.742 seconds | Training client=8
2024-03-12 00:58:37.106000 | time: 34.648 seconds | Training client=12
2024-03-12 00:58:37.107000 | time: 34.998 seconds | Training client=4
2024-03-12 00:58:37.108000 | time: 34.025 seconds | Training client=1
2024-03-12 00:58:37.108000 | time: 34.449 seconds | Training client=14
2024-03-12 00:58:37.109000 | time: 34.751 seconds | Training client=20
2024-03-12 00:58:37.111000 | time: 32.471 seconds | Training client=17
2024-03-12 00:58:37.114000 | time: 104.003 seconds | Training client=15
2024-03-12 00:58:37.117000 | time: 34.47 seconds | Training client=21
2024-03-12 00:58:37.121000 | time: 104.083 seconds | Training client=16
2024-03-12 00:58:37.125000 | time: 103.652 seconds | Training client=3
2024-03-12 00:58:37.126000 | time: 33.987 seconds | Training client=11
2024-03-12 00:58:37.128000 | time: 104.158 seconds | Training client=24
2024-03-12 00:59:09.586000 | time: 28.24 seconds | Training client=5
2024-03-12 00:59:10.574000 | time: 72.834 seconds | Training client=6
2024-03-12 00:59:11.117000 | time: 28.543 seconds | Training client=23
2024-03-12 00:59:11.137000 | time: 72.178 seconds | Training client=0
2024-03-12 00:59:11.561000 | time: 28.664 seconds | Training client=10
2024-03-12 00:59:11.593000 | time: 71.523 seconds | Training client=19
2024-03-12 00:59:11.758000 | time: 72.039 seconds | Training client=2
2024-03-12 00:59:11.854000 | time: 28.026 seconds | Training client=22
2024-03-12 00:59:11.864000 | time: 28.131 seconds | Training client=9
2024-03-12 00:59:12.109000 | time: 71.085 seconds | Training client=18
2024-03-12 00:59:37.830000 | time: 47.209 seconds | Training client=7
2024-03-12 01:00:25.041000 | time: 252.449 seconds | Aggregating round=3
2024-03-12 01:00:25.041000 | time: 122.24 seconds | setting weights to the blockchain
2024-03-12 01:02:27.312000 | time: 0.037 seconds | saving aggregated model to storage (round=3)
2024-03-12 01:02:36.506000 | time: 120.984 seconds | setting aggregated model to the blockchain round=3
2024-03-12 01:04:37.490000 | time: 1146.189625167 seconds| FL finished in 1146.189625167

