FL-experiment | INFO flwr 2024-04-23 00:47:36,742 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=False, IPFS_ON=False, NUM_CLIENTS=2, NUM_ROUNDS=5,
FL-experiment | DEBUG flwr 2024-04-23 00:52:17,744 | server.py:236 | fit_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:52:17,744 | server.py:65 | Start Aggregating round=2
FL-experiment | DEBUG flwr 2024-04-23 00:52:17,747 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:52:19,833 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:52:19,833 | server.py:105 | Start evaluating fit round=2
FL-experiment | INFO flwr 2024-04-23 00:52:19,833 | server.py:107 | Done Evaluating fit round=2
FL-experiment | DEBUG flwr 2024-04-23 00:52:19,833 | server.py:108 | Round: 2, Aggregated accuracy: {'accuracy': 0.37565}, Aggregated loss: 542.7920532226562, IPFS hash: storage/aggregated_model_9a906a19-d720-48ca-bae7-3ece70aa49f3.pkl
FL-experiment | INFO flwr 2024-04-23 00:52:19,833 | server.py:131 | Done Aggregating round=2
FL-experiment | INFO flwr 2024-04-23 00:52:19,833 | server.py:132 | Done Round=2
FL-experiment | INFO flwr 2024-04-23 00:52:19,833 | server.py:134 | Start Round=3
FL-experiment | DEBUG flwr 2024-04-23 00:52:19,833 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:52:19,836 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:52:19,836 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:52:39,084 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 00:52:39,310 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 00:52:39,311 | server.py:236 | fit_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:52:39,311 | server.py:65 | Start Aggregating round=3
FL-experiment | DEBUG flwr 2024-04-23 00:52:39,315 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:52:41,370 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:52:41,370 | server.py:105 | Start evaluating fit round=3
FL-experiment | INFO flwr 2024-04-23 00:52:41,370 | server.py:107 | Done Evaluating fit round=3
FL-experiment | DEBUG flwr 2024-04-23 00:52:41,370 | server.py:108 | Round: 3, Aggregated accuracy: {'accuracy': 0.43555}, Aggregated loss: 488.8298797607422, IPFS hash: storage/aggregated_model_909339bc-955c-45bd-9a22-918a716d1610.pkl
FL-experiment | INFO flwr 2024-04-23 00:52:41,370 | server.py:131 | Done Aggregating round=3
FL-experiment | INFO flwr 2024-04-23 00:52:41,370 | server.py:132 | Done Round=3
FL-experiment | INFO flwr 2024-04-23 00:52:41,370 | server.py:134 | Start Round=4
FL-experiment | DEBUG flwr 2024-04-23 00:52:41,370 | server.py:222 | fit_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:52:41,372 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:52:41,373 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:53:00,817 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 00:53:01,026 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 00:53:01,027 | server.py:236 | fit_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:53:01,027 | server.py:65 | Start Aggregating round=4
FL-experiment | DEBUG flwr 2024-04-23 00:53:01,029 | server.py:173 | evaluate_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:53:03,083 | server.py:187 | evaluate_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:53:03,084 | server.py:105 | Start evaluating fit round=4
FL-experiment | INFO flwr 2024-04-23 00:53:03,084 | server.py:107 | Done Evaluating fit round=4
FL-experiment | DEBUG flwr 2024-04-23 00:53:03,084 | server.py:108 | Round: 4, Aggregated accuracy: {'accuracy': 0.4731}, Aggregated loss: 455.04026794433594, IPFS hash: storage/aggregated_model_d9da7299-bf34-43f1-8b70-0f0e8cb577e0.pkl
FL-experiment | INFO flwr 2024-04-23 00:53:03,084 | server.py:131 | Done Aggregating round=4
FL-experiment | INFO flwr 2024-04-23 00:53:03,084 | server.py:132 | Done Round=4
FL-experiment | INFO flwr 2024-04-23 00:53:03,084 | server.py:134 | Start Round=5
FL-experiment | DEBUG flwr 2024-04-23 00:53:03,084 | server.py:222 | fit_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:53:03,086 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:53:03,086 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:53:22,337 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 00:53:22,575 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 00:53:22,576 | server.py:236 | fit_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:53:22,577 | server.py:65 | Start Aggregating round=5
FL-experiment | DEBUG flwr 2024-04-23 00:53:22,579 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:53:24,683 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:53:24,683 | server.py:105 | Start evaluating fit round=5
FL-experiment | INFO flwr 2024-04-23 00:53:24,684 | server.py:107 | Done Evaluating fit round=5
FL-experiment | DEBUG flwr 2024-04-23 00:53:24,684 | server.py:108 | Round: 5, Aggregated accuracy: {'accuracy': 0.50745}, Aggregated loss: 430.14247131347656, IPFS hash: storage/aggregated_model_8ca669a0-0103-4867-a6b0-a6b991fb60fd.pkl
FL-experiment | INFO flwr 2024-04-23 00:53:24,684 | server.py:131 | Done Aggregating round=5
FL-experiment | INFO flwr 2024-04-23 00:53:24,684 | server.py:132 | Done Round=5
FL-experiment | INFO flwr 2024-04-23 00:53:24,684 | server.py:153 | FL finished in 108.35567816700001
FL-experiment | INFO flwr 2024-04-23 00:53:24,684 | app.py:226 | app_fit: losses_distributed [(1, 640.6389465332031), (2, 542.7920532226562), (3, 488.8298797607422), (4, 455.04026794433594), (5, 430.14247131347656)]
FL-experiment | INFO flwr 2024-04-23 00:53:24,684 | app.py:227 | app_fit: metrics_distributed_fit {}
FL-experiment | INFO flwr 2024-04-23 00:53:24,684 | app.py:228 | app_fit: metrics_distributed {'accuracy': [(1, 0.2536), (2, 0.37565), (3, 0.43555), (4, 0.4731), (5, 0.50745)]}
FL-experiment | INFO flwr 2024-04-23 00:53:24,684 | app.py:229 | app_fit: losses_centralized []
FL-experiment | INFO flwr 2024-04-23 00:53:24,684 | app.py:230 | app_fit: metrics_centralized {}
FL-experiment | DEBUG flwr 2024-04-23 00:53:24,686 | connection.py:141 | gRPC channel closed
FL-experiment | DEBUG flwr 2024-04-23 00:53:24,686 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-04-23 00:53:24,686 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-23 00:53:24,686 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-23 00:53:25,192 | main.py:64 | Done Experiment
FL-experiment | INFO flwr 2024-04-23 00:53:25,661 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=False, IPFS_ON=False, NUM_CLIENTS=2, NUM_ROUNDS=5,
FL-experiment | INFO flwr 2024-04-23 00:53:25,661 | main.py:44 | Start Experiment
FL-experiment | INFO flwr 2024-04-23 00:53:27,232 | server.py:38 | Start Round=1
FL-experiment | INFO flwr 2024-04-23 00:53:27,232 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
FL-experiment | INFO flwr 2024-04-23 00:53:27,250 | app.py:176 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
FL-experiment | INFO flwr 2024-04-23 00:53:27,251 | server.py:89 | Initializing global parameters
FL-experiment | INFO flwr 2024-04-23 00:53:27,251 | server.py:276 | Requesting initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 00:53:34,629 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 00:53:34,629 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 00:53:34,630 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-23 00:53:34,631 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-23 00:53:34,639 | server.py:280 | Received initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 00:53:34,639 | server.py:91 | Evaluating initial parameters
FL-experiment | INFO flwr 2024-04-23 00:53:34,639 | server.py:104 | FL starting
FL-experiment | INFO flwr 2024-04-23 00:53:34,725 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 00:53:34,727 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 00:53:34,732 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-23 00:53:34,732 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:53:34,733 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-23 00:53:34,735 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:53:34,736 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:53:54,258 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 00:53:54,299 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 00:53:54,300 | server.py:236 | fit_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:53:54,300 | server.py:65 | Start Aggregating round=1
FL-experiment | WARNING flwr 2024-04-23 00:53:54,302 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | DEBUG flwr 2024-04-23 00:53:54,303 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:53:56,215 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:53:56,216 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-23 00:53:56,216 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-23 00:53:56,216 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.248}, Aggregated loss: 655.5067749023438, IPFS hash: storage/aggregated_model_006a22dd-1299-4ffa-8801-e577af97a2e1.pkl
FL-experiment | INFO flwr 2024-04-23 00:53:56,216 | server.py:131 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-04-23 00:53:56,216 | server.py:132 | Done Round=1
FL-experiment | INFO flwr 2024-04-23 00:53:56,216 | server.py:134 | Start Round=2
FL-experiment | DEBUG flwr 2024-04-23 00:53:56,216 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:53:56,218 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:53:56,219 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:54:15,107 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 00:54:15,159 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 00:54:15,160 | server.py:236 | fit_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:54:15,160 | server.py:65 | Start Aggregating round=2
FL-experiment | DEBUG flwr 2024-04-23 00:54:15,164 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:54:17,056 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:54:17,056 | server.py:105 | Start evaluating fit round=2
FL-experiment | INFO flwr 2024-04-23 00:54:17,056 | server.py:107 | Done Evaluating fit round=2
FL-experiment | DEBUG flwr 2024-04-23 00:54:17,056 | server.py:108 | Round: 2, Aggregated accuracy: {'accuracy': 0.37655}, Aggregated loss: 539.4534912109375, IPFS hash: storage/aggregated_model_e3073d7e-fe87-45cd-be02-450fa679d7d9.pkl
FL-experiment | INFO flwr 2024-04-23 00:54:17,056 | server.py:131 | Done Aggregating round=2
FL-experiment | INFO flwr 2024-04-23 00:54:17,056 | server.py:132 | Done Round=2
FL-experiment | INFO flwr 2024-04-23 00:54:17,056 | server.py:134 | Start Round=3
FL-experiment | DEBUG flwr 2024-04-23 00:54:17,056 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:54:17,058 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:54:17,059 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:54:36,333 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 00:54:36,360 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 00:54:36,361 | server.py:236 | fit_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:54:36,361 | server.py:65 | Start Aggregating round=3
FL-experiment | DEBUG flwr 2024-04-23 00:54:36,363 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:54:38,254 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:54:38,254 | server.py:105 | Start evaluating fit round=3
FL-experiment | INFO flwr 2024-04-23 00:54:38,254 | server.py:107 | Done Evaluating fit round=3
FL-experiment | DEBUG flwr 2024-04-23 00:54:38,254 | server.py:108 | Round: 3, Aggregated accuracy: {'accuracy': 0.43025}, Aggregated loss: 490.5319366455078, IPFS hash: storage/aggregated_model_4e92d728-2ada-4321-9798-fb5b6f1db2b2.pkl
FL-experiment | INFO flwr 2024-04-23 00:54:38,254 | server.py:131 | Done Aggregating round=3
FL-experiment | INFO flwr 2024-04-23 00:54:38,254 | server.py:132 | Done Round=3
FL-experiment | INFO flwr 2024-04-23 00:54:38,254 | server.py:134 | Start Round=4
FL-experiment | DEBUG flwr 2024-04-23 00:54:38,254 | server.py:222 | fit_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:54:38,257 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:54:38,257 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:54:57,865 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 00:54:57,905 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 00:54:57,906 | server.py:236 | fit_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:54:57,906 | server.py:65 | Start Aggregating round=4
FL-experiment | DEBUG flwr 2024-04-23 00:54:57,908 | server.py:173 | evaluate_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:54:59,824 | server.py:187 | evaluate_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:54:59,824 | server.py:105 | Start evaluating fit round=4
FL-experiment | INFO flwr 2024-04-23 00:54:59,824 | server.py:107 | Done Evaluating fit round=4
FL-experiment | DEBUG flwr 2024-04-23 00:54:59,825 | server.py:108 | Round: 4, Aggregated accuracy: {'accuracy': 0.45595}, Aggregated loss: 466.5160217285156, IPFS hash: storage/aggregated_model_155b35c8-e908-4fff-9703-f286044d7598.pkl
FL-experiment | INFO flwr 2024-04-23 00:54:59,825 | server.py:131 | Done Aggregating round=4
FL-experiment | INFO flwr 2024-04-23 00:54:59,825 | server.py:132 | Done Round=4
FL-experiment | INFO flwr 2024-04-23 00:54:59,825 | server.py:134 | Start Round=5
FL-experiment | DEBUG flwr 2024-04-23 00:54:59,825 | server.py:222 | fit_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:54:59,827 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:54:59,828 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:55:19,190 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 00:55:19,205 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 00:55:19,206 | server.py:236 | fit_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:55:19,206 | server.py:65 | Start Aggregating round=5
FL-experiment | DEBUG flwr 2024-04-23 00:55:19,209 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:55:21,106 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:55:21,106 | server.py:105 | Start evaluating fit round=5
FL-experiment | INFO flwr 2024-04-23 00:55:21,107 | server.py:107 | Done Evaluating fit round=5
FL-experiment | DEBUG flwr 2024-04-23 00:55:21,107 | server.py:108 | Round: 5, Aggregated accuracy: {'accuracy': 0.48645}, Aggregated loss: 443.3856964111328, IPFS hash: storage/aggregated_model_526ec9a4-a4b1-4df2-8ac8-13aa6c63031b.pkl
FL-experiment | INFO flwr 2024-04-23 00:55:21,107 | server.py:131 | Done Aggregating round=5
FL-experiment | INFO flwr 2024-04-23 00:55:21,107 | server.py:132 | Done Round=5
FL-experiment | INFO flwr 2024-04-23 00:55:21,107 | server.py:153 | FL finished in 106.467851209
FL-experiment | INFO flwr 2024-04-23 00:55:21,107 | app.py:226 | app_fit: losses_distributed [(1, 655.5067749023438), (2, 539.4534912109375), (3, 490.5319366455078), (4, 466.5160217285156), (5, 443.3856964111328)]
FL-experiment | INFO flwr 2024-04-23 00:55:21,107 | app.py:227 | app_fit: metrics_distributed_fit {}
FL-experiment | INFO flwr 2024-04-23 00:55:21,107 | app.py:228 | app_fit: metrics_distributed {'accuracy': [(1, 0.248), (2, 0.37655), (3, 0.43025), (4, 0.45595), (5, 0.48645)]}
FL-experiment | INFO flwr 2024-04-23 00:55:21,107 | app.py:229 | app_fit: losses_centralized []
FL-experiment | INFO flwr 2024-04-23 00:55:21,107 | app.py:230 | app_fit: metrics_centralized {}
FL-experiment | DEBUG flwr 2024-04-23 00:55:21,109 | connection.py:141 | gRPC channel closed
FL-experiment | DEBUG flwr 2024-04-23 00:55:21,109 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-04-23 00:55:21,109 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-23 00:55:21,109 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-23 00:55:21,632 | main.py:64 | Done Experiment
FL-experiment | INFO flwr 2024-04-23 00:55:22,048 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=False, IPFS_ON=False, NUM_CLIENTS=2, NUM_ROUNDS=5,
FL-experiment | INFO flwr 2024-04-23 00:55:22,048 | main.py:44 | Start Experiment
FL-experiment | INFO flwr 2024-04-23 00:55:23,669 | server.py:38 | Start Round=1
FL-experiment | INFO flwr 2024-04-23 00:55:23,669 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
FL-experiment | INFO flwr 2024-04-23 00:55:23,689 | app.py:176 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
FL-experiment | INFO flwr 2024-04-23 00:55:23,689 | server.py:89 | Initializing global parameters
FL-experiment | INFO flwr 2024-04-23 00:55:23,689 | server.py:276 | Requesting initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 00:55:31,301 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 00:55:31,318 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 00:55:31,319 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-23 00:55:31,319 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-23 00:55:31,323 | server.py:280 | Received initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 00:55:31,323 | server.py:91 | Evaluating initial parameters
FL-experiment | INFO flwr 2024-04-23 00:55:31,323 | server.py:104 | FL starting
FL-experiment | INFO flwr 2024-04-23 00:55:31,719 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 00:55:31,720 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 00:55:31,722 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:55:31,725 | client.py:128 | Start Training client=0
FL-experiment | DEBUG flwr 2024-04-23 00:55:31,726 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-23 00:55:31,729 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:55:51,039 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 00:55:51,078 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 00:55:51,080 | server.py:236 | fit_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:55:51,080 | server.py:65 | Start Aggregating round=1
FL-experiment | WARNING flwr 2024-04-23 00:55:51,082 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | DEBUG flwr 2024-04-23 00:55:51,083 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:55:53,022 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:55:53,022 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-23 00:55:53,022 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-23 00:55:53,022 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.2297}, Aggregated loss: 660.8273315429688, IPFS hash: storage/aggregated_model_7af87ef1-7a42-43ce-80a3-2b95d4b8e744.pkl
FL-experiment | INFO flwr 2024-04-23 00:55:53,022 | server.py:131 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-04-23 00:55:53,022 | server.py:132 | Done Round=1
FL-experiment | INFO flwr 2024-04-23 00:55:53,022 | server.py:134 | Start Round=2
FL-experiment | DEBUG flwr 2024-04-23 00:55:53,022 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:55:53,024 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:55:53,025 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:56:12,281 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 00:56:12,294 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 00:56:12,295 | server.py:236 | fit_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:56:12,296 | server.py:65 | Start Aggregating round=2
FL-experiment | DEBUG flwr 2024-04-23 00:56:12,298 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:56:14,235 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:56:14,235 | server.py:105 | Start evaluating fit round=2
FL-experiment | INFO flwr 2024-04-23 00:56:14,235 | server.py:107 | Done Evaluating fit round=2
FL-experiment | DEBUG flwr 2024-04-23 00:56:14,235 | server.py:108 | Round: 2, Aggregated accuracy: {'accuracy': 0.3498}, Aggregated loss: 555.1762084960938, IPFS hash: storage/aggregated_model_fa5630dc-e123-4a34-87bb-5214427caddb.pkl
FL-experiment | INFO flwr 2024-04-23 00:56:14,235 | server.py:131 | Done Aggregating round=2
FL-experiment | INFO flwr 2024-04-23 00:56:14,235 | server.py:132 | Done Round=2
FL-experiment | INFO flwr 2024-04-23 00:56:14,235 | server.py:134 | Start Round=3
FL-experiment | DEBUG flwr 2024-04-23 00:56:14,235 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:56:14,238 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:56:14,239 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:56:33,504 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 00:56:33,582 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 00:56:33,583 | server.py:236 | fit_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:56:33,583 | server.py:65 | Start Aggregating round=3
FL-experiment | DEBUG flwr 2024-04-23 00:56:33,586 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:56:35,511 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:56:35,511 | server.py:105 | Start evaluating fit round=3
FL-experiment | INFO flwr 2024-04-23 00:56:35,511 | server.py:107 | Done Evaluating fit round=3
FL-experiment | DEBUG flwr 2024-04-23 00:56:35,511 | server.py:108 | Round: 3, Aggregated accuracy: {'accuracy': 0.4158}, Aggregated loss: 498.1722412109375, IPFS hash: storage/aggregated_model_90ed8554-2884-4aa1-9c5b-51f70a046c62.pkl
FL-experiment | INFO flwr 2024-04-23 00:56:35,511 | server.py:131 | Done Aggregating round=3
FL-experiment | INFO flwr 2024-04-23 00:56:35,511 | server.py:132 | Done Round=3
FL-experiment | INFO flwr 2024-04-23 00:56:35,511 | server.py:134 | Start Round=4
FL-experiment | DEBUG flwr 2024-04-23 00:56:35,511 | server.py:222 | fit_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:56:35,513 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:56:35,514 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:56:55,167 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 00:56:55,195 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 00:56:55,196 | server.py:236 | fit_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:56:55,196 | server.py:65 | Start Aggregating round=4
FL-experiment | DEBUG flwr 2024-04-23 00:56:55,198 | server.py:173 | evaluate_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:56:57,111 | server.py:187 | evaluate_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:56:57,111 | server.py:105 | Start evaluating fit round=4
FL-experiment | INFO flwr 2024-04-23 00:56:57,111 | server.py:107 | Done Evaluating fit round=4
