FL-experiment | INFO flwr 2024-04-23 01:08:45,939 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=False, IPFS_ON=False, NUM_CLIENTS=2, NUM_ROUNDS=10,
FL-experiment | INFO flwr 2024-04-23 01:17:39,746 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:17:39,746 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:17:58,453 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 01:17:58,515 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 01:17:58,516 | server.py:236 | fit_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:17:58,516 | server.py:65 | Start Aggregating round=5
FL-experiment | DEBUG flwr 2024-04-23 01:17:58,519 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:18:00,355 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:18:00,356 | server.py:105 | Start evaluating fit round=5
FL-experiment | INFO flwr 2024-04-23 01:18:00,356 | server.py:107 | Done Evaluating fit round=5
FL-experiment | DEBUG flwr 2024-04-23 01:18:00,356 | server.py:108 | Round: 5, Aggregated accuracy: {'accuracy': 0.4793}, Aggregated loss: 447.5058135986328, IPFS hash: storage/aggregated_model_9b15fd71-ccd4-4408-a168-9f2562bffe46.pkl
FL-experiment | INFO flwr 2024-04-23 01:18:00,356 | server.py:131 | Done Aggregating round=5
FL-experiment | INFO flwr 2024-04-23 01:18:00,356 | server.py:132 | Done Round=5
FL-experiment | INFO flwr 2024-04-23 01:18:00,357 | server.py:134 | Start Round=6
FL-experiment | DEBUG flwr 2024-04-23 01:18:00,357 | server.py:222 | fit_round 6: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:18:00,359 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:18:00,359 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:18:19,173 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 01:18:19,224 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 01:18:19,225 | server.py:236 | fit_round 6 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:18:19,225 | server.py:65 | Start Aggregating round=6
FL-experiment | DEBUG flwr 2024-04-23 01:18:19,228 | server.py:173 | evaluate_round 6: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:18:21,094 | server.py:187 | evaluate_round 6 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:18:21,095 | server.py:105 | Start evaluating fit round=6
FL-experiment | INFO flwr 2024-04-23 01:18:21,095 | server.py:107 | Done Evaluating fit round=6
FL-experiment | DEBUG flwr 2024-04-23 01:18:21,095 | server.py:108 | Round: 6, Aggregated accuracy: {'accuracy': 0.50475}, Aggregated loss: 428.58729553222656, IPFS hash: storage/aggregated_model_de03142e-4ada-4919-b68d-3fc75c086554.pkl
FL-experiment | INFO flwr 2024-04-23 01:18:21,095 | server.py:131 | Done Aggregating round=6
FL-experiment | INFO flwr 2024-04-23 01:18:21,095 | server.py:132 | Done Round=6
FL-experiment | INFO flwr 2024-04-23 01:18:21,095 | server.py:134 | Start Round=7
FL-experiment | DEBUG flwr 2024-04-23 01:18:21,095 | server.py:222 | fit_round 7: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:18:21,097 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:18:21,098 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:18:39,726 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:18:39,763 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:18:39,764 | server.py:236 | fit_round 7 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:18:39,764 | server.py:65 | Start Aggregating round=7
FL-experiment | DEBUG flwr 2024-04-23 01:18:39,767 | server.py:173 | evaluate_round 7: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:18:41,604 | server.py:187 | evaluate_round 7 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:18:41,604 | server.py:105 | Start evaluating fit round=7
FL-experiment | INFO flwr 2024-04-23 01:18:41,604 | server.py:107 | Done Evaluating fit round=7
FL-experiment | DEBUG flwr 2024-04-23 01:18:41,604 | server.py:108 | Round: 7, Aggregated accuracy: {'accuracy': 0.5296}, Aggregated loss: 409.1494140625, IPFS hash: storage/aggregated_model_2e50a5fe-c7dc-4984-af3e-19c164abe742.pkl
FL-experiment | INFO flwr 2024-04-23 01:18:41,605 | server.py:131 | Done Aggregating round=7
FL-experiment | INFO flwr 2024-04-23 01:18:41,605 | server.py:132 | Done Round=7
FL-experiment | INFO flwr 2024-04-23 01:18:41,605 | server.py:134 | Start Round=8
FL-experiment | DEBUG flwr 2024-04-23 01:18:41,605 | server.py:222 | fit_round 8: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:18:41,607 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:18:41,607 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:19:00,191 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 01:19:00,321 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 01:19:00,322 | server.py:236 | fit_round 8 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:19:00,322 | server.py:65 | Start Aggregating round=8
FL-experiment | DEBUG flwr 2024-04-23 01:19:00,325 | server.py:173 | evaluate_round 8: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:19:02,197 | server.py:187 | evaluate_round 8 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:19:02,197 | server.py:105 | Start evaluating fit round=8
FL-experiment | INFO flwr 2024-04-23 01:19:02,197 | server.py:107 | Done Evaluating fit round=8
FL-experiment | DEBUG flwr 2024-04-23 01:19:02,197 | server.py:108 | Round: 8, Aggregated accuracy: {'accuracy': 0.55065}, Aggregated loss: 393.82789611816406, IPFS hash: storage/aggregated_model_23be26b5-2a47-414e-b4b5-2c258e7e5e98.pkl
FL-experiment | INFO flwr 2024-04-23 01:19:02,197 | server.py:131 | Done Aggregating round=8
FL-experiment | INFO flwr 2024-04-23 01:19:02,197 | server.py:132 | Done Round=8
FL-experiment | INFO flwr 2024-04-23 01:19:02,197 | server.py:134 | Start Round=9
FL-experiment | DEBUG flwr 2024-04-23 01:19:02,197 | server.py:222 | fit_round 9: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:19:02,200 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:19:02,200 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:19:21,171 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 01:19:21,183 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 01:19:21,185 | server.py:236 | fit_round 9 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:19:21,185 | server.py:65 | Start Aggregating round=9
FL-experiment | DEBUG flwr 2024-04-23 01:19:21,187 | server.py:173 | evaluate_round 9: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:19:23,029 | server.py:187 | evaluate_round 9 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:19:23,030 | server.py:105 | Start evaluating fit round=9
FL-experiment | INFO flwr 2024-04-23 01:19:23,030 | server.py:107 | Done Evaluating fit round=9
FL-experiment | DEBUG flwr 2024-04-23 01:19:23,030 | server.py:108 | Round: 9, Aggregated accuracy: {'accuracy': 0.56465}, Aggregated loss: 381.27386474609375, IPFS hash: storage/aggregated_model_28d05cad-f00c-44b1-ad31-1caf85d557d9.pkl
FL-experiment | INFO flwr 2024-04-23 01:19:23,030 | server.py:131 | Done Aggregating round=9
FL-experiment | INFO flwr 2024-04-23 01:19:23,030 | server.py:132 | Done Round=9
FL-experiment | INFO flwr 2024-04-23 01:19:23,030 | server.py:134 | Start Round=10
FL-experiment | DEBUG flwr 2024-04-23 01:19:23,030 | server.py:222 | fit_round 10: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:19:23,032 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:19:23,033 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:19:41,511 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 01:19:41,546 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 01:19:41,547 | server.py:236 | fit_round 10 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:19:41,547 | server.py:65 | Start Aggregating round=10
FL-experiment | DEBUG flwr 2024-04-23 01:19:41,550 | server.py:173 | evaluate_round 10: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:19:43,423 | server.py:187 | evaluate_round 10 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:19:43,424 | server.py:105 | Start evaluating fit round=10
FL-experiment | INFO flwr 2024-04-23 01:19:43,424 | server.py:107 | Done Evaluating fit round=10
FL-experiment | DEBUG flwr 2024-04-23 01:19:43,424 | server.py:108 | Round: 10, Aggregated accuracy: {'accuracy': 0.57565}, Aggregated loss: 370.5400085449219, IPFS hash: storage/aggregated_model_48d75dac-5335-47c8-8791-4493640c8fd4.pkl
FL-experiment | INFO flwr 2024-04-23 01:19:43,424 | server.py:131 | Done Aggregating round=10
FL-experiment | INFO flwr 2024-04-23 01:19:43,424 | server.py:132 | Done Round=10
FL-experiment | INFO flwr 2024-04-23 01:19:43,424 | server.py:153 | FL finished in 207.67452025
FL-experiment | INFO flwr 2024-04-23 01:19:43,424 | app.py:226 | app_fit: losses_distributed [(1, 667.1516723632812), (2, 549.9121704101562), (3, 498.20301818847656), (4, 481.0100860595703), (5, 447.5058135986328), (6, 428.58729553222656), (7, 409.1494140625), (8, 393.82789611816406), (9, 381.27386474609375), (10, 370.5400085449219)]
FL-experiment | INFO flwr 2024-04-23 01:19:43,424 | app.py:227 | app_fit: metrics_distributed_fit {}
FL-experiment | INFO flwr 2024-04-23 01:19:43,424 | app.py:228 | app_fit: metrics_distributed {'accuracy': [(1, 0.2221), (2, 0.35915), (3, 0.4095), (4, 0.4366), (5, 0.4793), (6, 0.50475), (7, 0.5296), (8, 0.55065), (9, 0.56465), (10, 0.57565)]}
FL-experiment | INFO flwr 2024-04-23 01:19:43,424 | app.py:229 | app_fit: losses_centralized []
FL-experiment | INFO flwr 2024-04-23 01:19:43,424 | app.py:230 | app_fit: metrics_centralized {}
FL-experiment | DEBUG flwr 2024-04-23 01:19:43,429 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-04-23 01:19:43,429 | app.py:304 | Disconnect and shut down
FL-experiment | DEBUG flwr 2024-04-23 01:19:43,430 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-04-23 01:19:43,430 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-23 01:19:43,970 | main.py:64 | Done Experiment
FL-experiment | INFO flwr 2024-04-23 01:19:44,435 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=False, IPFS_ON=False, NUM_CLIENTS=2, NUM_ROUNDS=10,
FL-experiment | INFO flwr 2024-04-23 01:19:44,435 | main.py:44 | Start Experiment
FL-experiment | INFO flwr 2024-04-23 01:19:46,045 | server.py:38 | Start Round=1
FL-experiment | INFO flwr 2024-04-23 01:19:46,045 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL-experiment | INFO flwr 2024-04-23 01:19:46,064 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL-experiment | INFO flwr 2024-04-23 01:19:46,064 | server.py:89 | Initializing global parameters
FL-experiment | INFO flwr 2024-04-23 01:19:46,064 | server.py:276 | Requesting initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 01:19:54,056 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 01:19:54,057 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 01:19:54,057 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-23 01:19:54,058 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-23 01:19:54,062 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 01:19:54,062 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 01:19:54,063 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-23 01:19:54,064 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-23 01:19:54,066 | server.py:280 | Received initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 01:19:54,067 | server.py:91 | Evaluating initial parameters
FL-experiment | INFO flwr 2024-04-23 01:19:54,067 | server.py:104 | FL starting
FL-experiment | DEBUG flwr 2024-04-23 01:19:54,067 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:19:54,073 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:19:54,076 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:20:13,092 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:20:13,165 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:20:13,167 | server.py:236 | fit_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:20:13,167 | server.py:65 | Start Aggregating round=1
FL-experiment | WARNING flwr 2024-04-23 01:20:13,169 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | DEBUG flwr 2024-04-23 01:20:13,170 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:20:15,280 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:20:15,280 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-23 01:20:15,280 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-23 01:20:15,280 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.23595}, Aggregated loss: 660.6880187988281, IPFS hash: storage/aggregated_model_03798991-744c-4d9a-9e66-25538c06e07f.pkl
FL-experiment | INFO flwr 2024-04-23 01:20:15,280 | server.py:131 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-04-23 01:20:15,280 | server.py:132 | Done Round=1
FL-experiment | INFO flwr 2024-04-23 01:20:15,280 | server.py:134 | Start Round=2
FL-experiment | DEBUG flwr 2024-04-23 01:20:15,280 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:20:15,283 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:20:15,283 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:20:34,638 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:20:34,809 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:20:34,810 | server.py:236 | fit_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:20:34,810 | server.py:65 | Start Aggregating round=2
FL-experiment | DEBUG flwr 2024-04-23 01:20:34,812 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:20:36,867 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:20:36,867 | server.py:105 | Start evaluating fit round=2
FL-experiment | INFO flwr 2024-04-23 01:20:36,867 | server.py:107 | Done Evaluating fit round=2
FL-experiment | DEBUG flwr 2024-04-23 01:20:36,867 | server.py:108 | Round: 2, Aggregated accuracy: {'accuracy': 0.3567}, Aggregated loss: 560.8514709472656, IPFS hash: storage/aggregated_model_ef706655-fdbd-47cd-9cfa-711dd9b60680.pkl
FL-experiment | INFO flwr 2024-04-23 01:20:36,867 | server.py:131 | Done Aggregating round=2
FL-experiment | INFO flwr 2024-04-23 01:20:36,867 | server.py:132 | Done Round=2
FL-experiment | INFO flwr 2024-04-23 01:20:36,867 | server.py:134 | Start Round=3
FL-experiment | DEBUG flwr 2024-04-23 01:20:36,867 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:20:36,870 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:20:36,870 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:20:55,135 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:20:55,265 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:20:55,266 | server.py:236 | fit_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:20:55,266 | server.py:65 | Start Aggregating round=3
FL-experiment | DEBUG flwr 2024-04-23 01:20:55,269 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:20:57,327 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:20:57,327 | server.py:105 | Start evaluating fit round=3
FL-experiment | INFO flwr 2024-04-23 01:20:57,327 | server.py:107 | Done Evaluating fit round=3
FL-experiment | DEBUG flwr 2024-04-23 01:20:57,327 | server.py:108 | Round: 3, Aggregated accuracy: {'accuracy': 0.4263}, Aggregated loss: 495.60877990722656, IPFS hash: storage/aggregated_model_a7c616a5-5919-43d2-87e0-475aa61db7a9.pkl
FL-experiment | INFO flwr 2024-04-23 01:20:57,327 | server.py:131 | Done Aggregating round=3
FL-experiment | INFO flwr 2024-04-23 01:20:57,327 | server.py:132 | Done Round=3
FL-experiment | INFO flwr 2024-04-23 01:20:57,327 | server.py:134 | Start Round=4
FL-experiment | DEBUG flwr 2024-04-23 01:20:57,327 | server.py:222 | fit_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:20:57,329 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:20:57,330 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:21:16,168 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:21:16,310 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:21:16,312 | server.py:236 | fit_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:21:16,312 | server.py:65 | Start Aggregating round=4
FL-experiment | DEBUG flwr 2024-04-23 01:21:16,314 | server.py:173 | evaluate_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:21:18,354 | server.py:187 | evaluate_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:21:18,354 | server.py:105 | Start evaluating fit round=4
FL-experiment | INFO flwr 2024-04-23 01:21:18,354 | server.py:107 | Done Evaluating fit round=4
FL-experiment | DEBUG flwr 2024-04-23 01:21:18,354 | server.py:108 | Round: 4, Aggregated accuracy: {'accuracy': 0.4765}, Aggregated loss: 451.73863220214844, IPFS hash: storage/aggregated_model_9e3cfeb2-dc5f-4640-aa79-def1fb1d45bd.pkl
FL-experiment | INFO flwr 2024-04-23 01:21:18,354 | server.py:131 | Done Aggregating round=4
FL-experiment | INFO flwr 2024-04-23 01:21:18,354 | server.py:132 | Done Round=4
FL-experiment | INFO flwr 2024-04-23 01:21:18,354 | server.py:134 | Start Round=5
FL-experiment | DEBUG flwr 2024-04-23 01:21:18,354 | server.py:222 | fit_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:21:18,356 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:21:18,357 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:21:36,901 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:21:36,982 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:21:36,983 | server.py:236 | fit_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:21:36,983 | server.py:65 | Start Aggregating round=5
FL-experiment | DEBUG flwr 2024-04-23 01:21:36,986 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:21:39,041 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:21:39,041 | server.py:105 | Start evaluating fit round=5
FL-experiment | INFO flwr 2024-04-23 01:21:39,041 | server.py:107 | Done Evaluating fit round=5
FL-experiment | DEBUG flwr 2024-04-23 01:21:39,041 | server.py:108 | Round: 5, Aggregated accuracy: {'accuracy': 0.5029}, Aggregated loss: 429.2102355957031, IPFS hash: storage/aggregated_model_063bd6c8-6574-4305-8a65-0efe11a47f07.pkl
FL-experiment | INFO flwr 2024-04-23 01:21:39,041 | server.py:131 | Done Aggregating round=5
FL-experiment | INFO flwr 2024-04-23 01:21:39,041 | server.py:132 | Done Round=5
FL-experiment | INFO flwr 2024-04-23 01:21:39,041 | server.py:134 | Start Round=6
FL-experiment | DEBUG flwr 2024-04-23 01:21:39,041 | server.py:222 | fit_round 6: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:21:39,043 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:21:39,044 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:21:57,659 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:21:57,779 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:21:57,780 | server.py:236 | fit_round 6 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:21:57,780 | server.py:65 | Start Aggregating round=6
FL-experiment | DEBUG flwr 2024-04-23 01:21:57,782 | server.py:173 | evaluate_round 6: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:21:59,822 | server.py:187 | evaluate_round 6 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:21:59,822 | server.py:105 | Start evaluating fit round=6
FL-experiment | INFO flwr 2024-04-23 01:21:59,822 | server.py:107 | Done Evaluating fit round=6
FL-experiment | DEBUG flwr 2024-04-23 01:21:59,822 | server.py:108 | Round: 6, Aggregated accuracy: {'accuracy': 0.5258}, Aggregated loss: 414.735595703125, IPFS hash: storage/aggregated_model_079f75ea-aa19-48ae-9666-76c2eb2a5f15.pkl
FL-experiment | INFO flwr 2024-04-23 01:21:59,822 | server.py:131 | Done Aggregating round=6
FL-experiment | INFO flwr 2024-04-23 01:21:59,822 | server.py:132 | Done Round=6
FL-experiment | INFO flwr 2024-04-23 01:21:59,822 | server.py:134 | Start Round=7
FL-experiment | DEBUG flwr 2024-04-23 01:21:59,822 | server.py:222 | fit_round 7: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:21:59,824 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:21:59,825 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:22:18,417 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:22:18,582 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:22:18,584 | server.py:236 | fit_round 7 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:22:18,584 | server.py:65 | Start Aggregating round=7
FL-experiment | DEBUG flwr 2024-04-23 01:22:18,586 | server.py:173 | evaluate_round 7: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:22:20,644 | server.py:187 | evaluate_round 7 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:22:20,644 | server.py:105 | Start evaluating fit round=7
FL-experiment | INFO flwr 2024-04-23 01:22:20,644 | server.py:107 | Done Evaluating fit round=7
FL-experiment | DEBUG flwr 2024-04-23 01:22:20,645 | server.py:108 | Round: 7, Aggregated accuracy: {'accuracy': 0.55685}, Aggregated loss: 391.7497100830078, IPFS hash: storage/aggregated_model_0e7a6617-84bc-4d04-a515-4b0960e27025.pkl
FL-experiment | INFO flwr 2024-04-23 01:22:20,645 | server.py:131 | Done Aggregating round=7
FL-experiment | INFO flwr 2024-04-23 01:22:20,645 | server.py:132 | Done Round=7
FL-experiment | INFO flwr 2024-04-23 01:22:20,645 | server.py:134 | Start Round=8
FL-experiment | DEBUG flwr 2024-04-23 01:22:20,645 | server.py:222 | fit_round 8: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:22:20,647 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:22:20,647 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:22:39,415 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:22:39,546 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:22:39,547 | server.py:236 | fit_round 8 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:22:39,547 | server.py:65 | Start Aggregating round=8
FL-experiment | DEBUG flwr 2024-04-23 01:22:39,550 | server.py:173 | evaluate_round 8: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:22:41,577 | server.py:187 | evaluate_round 8 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:22:41,577 | server.py:105 | Start evaluating fit round=8
FL-experiment | INFO flwr 2024-04-23 01:22:41,578 | server.py:107 | Done Evaluating fit round=8
FL-experiment | DEBUG flwr 2024-04-23 01:22:41,578 | server.py:108 | Round: 8, Aggregated accuracy: {'accuracy': 0.5704999999999999}, Aggregated loss: 379.8063659667969, IPFS hash: storage/aggregated_model_3b7ef812-f50c-4415-9a2b-c664269d609e.pkl
FL-experiment | INFO flwr 2024-04-23 01:22:41,578 | server.py:131 | Done Aggregating round=8
FL-experiment | INFO flwr 2024-04-23 01:22:41,578 | server.py:132 | Done Round=8
FL-experiment | INFO flwr 2024-04-23 01:22:41,578 | server.py:134 | Start Round=9
FL-experiment | DEBUG flwr 2024-04-23 01:22:41,578 | server.py:222 | fit_round 9: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:22:41,580 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:22:41,580 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:22:59,920 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:23:00,031 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:23:00,032 | server.py:236 | fit_round 9 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:23:00,032 | server.py:65 | Start Aggregating round=9
